Rank,Address,Quantity,Percentage
399,0x21b053a95e2a712c154a598d7a9eefcf4f616cf7,103913.1525,0.01%
400,0x2a181ece5d9ca1947291da61f6a6ba8ffd8d1474,103255.5356,0.01%
401,0xf68ff91cc4b99f44ac063267c4d96d93fd42abc7,102417.5021,0.01%
402,0xd74680484ffd414be141f139b8e7c28bbd4a2e17,102001,0.01%
403,0xc413427F9CB0d5b8f692897D2446A6d5B05B1665,101600.434,0.01%
404,0x2c0e419bebc3c830d8baa8d3e0901cb97d9ebbee,101508.301,0.01%
405,0xc98b021a278e8f6f4b33a2ceea24be104f35f810,101331,0.01%
406,0x77a488314952d9d65112fe79a9bc884159d1e784,101331,0.01%
407,0x2e843458e7bf5219fc462befe904571db5899f62,101331,0.01%
408,0x9e41988a21a3dc7966a291238768bf06984e9c08,101331,0.01%
409,0x608d1dd7d2dcb004fc5b96fc038fc9786b6f660a,101331,0.01%
410,0x416fcc0c5b875346078f5b4958da4c8aa4e60a2b,101331,0.01%
411,0x3ac4cff1c8d01fa756c6cd369c167ab8cf72a15c,101331,0.01%
412,0x9d39375822a411a7b4cf8dcc84f4e80991f2087f,101331,0.01%
413,0x5dc6c5cf26103c18d102b109a90cbc5879207cdc,101331,0.01%
414,0xb6c57c2d0c01e40b4ef380b05c04da9e17dcc2d6,101331,0.01%
415,0x33466fa365d80aabb1f0aad7d7ff9c855e63b5e9,101331,0.01%
416,0x1ab23e3afc410f0dff57b476745bce1b306aebd8,101331,0.01%
417,0xace12f8ea59a6f64f2cc7da608f68235bd48b18a,101331,0.01%
418,0xe3e75de12d1f12d51a07400a7631bca54828d881,101331,0.01%
419,0x48939902ce790ef535076d4a958b9600efbecfc6,101331,0.01%
420,0x9a15b026b69c31ce14054990104792f6345af64f,101331,0.01%
421,0x409e747ba617479437b6df47ab0447a3b9e848ca,101331,0.01%
422,0xefdba77cc4adc2ef00843cc1977138da8b96b708,101331,0.01%
423,0xab33b413b41856aebb2c23497e075feca0dc1e23,101331,0.01%
424,0xf22493b81497ad39c5647bddc3d1311656d9aac8,101331,0.01%
425,0x7d9df1e1e6e3b902720e68295b959b7b82a6131f,101331,0.01%
426,0x9139e462ee70aa24ed840755c29d05c36033a736,101331,0.01%
427,0xffa647eb1998d55fb04820fe1be3325ebc01697c,101331,0.01%
428,0xce6820646b90ea5d20d7379092aba84868db8d3a,101331,0.01%
429,0x822d7f29422d4f7116103e1f144ed53784d9d2a8,101331,0.01%
430,0xb5bf41973a30c8ac0b9dfc5200edc5d630eaf8c2,101331,0.01%
431,0x5d6816e5c32c1270c8f3a0ab1ed6ca3c05eaffb3,101331,0.01%
432,0x7565308c678c23521d2754b6e6d6b2402268648c,101331,0.01%
433,0x07d6841bcbb0eec27ba1588bb05f2fd3e8c6a502,101331,0.01%
434,0x9c6e34e6826eb0e6118f1d9a3ee6870ab3e8378f,101331,0.01%
435,0x6e83d682f0e986e0062bb18debebdc71a36e39f6,101331,0.01%
436,0x7129764750739b4b4582621c8b43b8fc3450268a,101299.5,0.01%
437,0x56cb7b50137b07d7132e9ac6cb4d98aaba71818c,100932.1248,0.01%
438,0x5a47dc1392cd8ba63c58e0f0cd4282c85d1a1a9c,100899.703,0.01%
439,0x5b3369f1e2eaf6378f978c56ddeccaec4b6f009b,100892.5912,0.01%
440,0x6a3ae28a9c7a5d3d00f65489e8155609168f8b8b,100865.7919,0.01%
441,0x0085b2efd42c5a32de9974314d920895e42cdf1e,100628.595,0.01%
442,0x463f6f3ec9706db1660e13348e145132fa0d7182,100481.37,0.01%
443,0xc86cb6194613980a9cc03e0776d1400de5943c8c,100349.6772,0.01%
444,0x3d6cfe29293e189dcd5e09ad3b2d3aecd403f9e7,100348.6355,0.01%
445,0xc0f56c8f10ed4343cd731f5f449c9269fe03d280,100340.6338,0.01%
446,0x1d8b0eccf0a2a220844deadd5dddef572d99a4bc,100234.6286,0.01%
447,0x47f37036341e2eb0cacce353eea79695b7132cc8,100230.0123,0.01%
448,0xaf0233d90c1d43951daf47d1cf9850656c84910a,100229.9596,0.01%
449,0xdd5d355cccebce0af6e340d29b2d8d58fccd655c,100206.4908,0.01%
450,0x5c663e1f378f855aa500547486f42ce7b987ca61,100196.5251,0.01%
451,0x6a8dc8b5dc675d444076aee8333481b54128ae91,100119.4074,0.01%
452,0xa4c6ff7e6f4760c2a5703426adee9c14cdfe5786,100116.9676,0.01%
453,0x027853bbe05b015a70a86470b7282372138231e8,100114.1091,0.01%
454,0x7eacda1ebcd2073334a5c163139db31b5b16a1a2,100098.3184,0.01%
455,0xc3b2ebe9b9f8074125b96efa5cf11121dd232a26,100094.3928,0.01%
456,0x2a1f300ca14cd30922b59f2dd6c4a126cfa78487,100038.2022,0.01%
457,0xbfffe15ef75b58cee001f8fe9bc1ee44e97727b2,100009.1799,0.01%
458,0x9627066b5210e6d325d94b8c56ebf84aba4d06bc,100005,0.01%
459,0x9da44fbe2eccd110f0101b26b0ab344684fdae3a,100003.8527,0.01%
460,0x0569a415695a18b1293055a8f160c30e08288af1,100002.66,0.01%
461,0x94300c6201580a44e0988820cb5c44782a12d985,100000.8525,0.01%
462,0x68e5e4aad5ec28a8e968e43e964c2dec6725b977,100000.8,0.01%
463,0x2787c9928e37797251e9bae668109870869e493b,100000.7615,0.01%
464,0x5f4f91d40184ff43de1ad72b471e521d2fbfaf99,100000.5,0.01%
465,0xebaee42c5fd55d1b9836f6c4c82eae086fcc269c,100000.3505,0.01%
466,0x9669e7d748d12dfbb3595f98323a0157804459ec,100000.316,0.01%
467,0x22d01c4b694d742ebab3676a1ec0f73c808b3ae6,100000.189,0.01%
468,0x49b3b40956fa8648f78c8f715045563f420631e9,100000.06,0.01%
469,0x7e31c2a3a583e9ca0c9ec27e7f1d585a58c82069,100000.06,0.01%
470,0x8a846cd41ddadac1a66e9f75d920021448c82d52,100000.0003,0.01%
471,0xb4931fe7209bf466012506a97c50d364d7eca186,100000,0.01%
472,0xe88c241c59b8291927e4f508963c05ccccdadf2b,100000,0.01%
473,0x4b6dc4ec1dbf97fbdf007f3dbe241b80b586b78f,100000,0.01%
474,0x162e1fc339eb95921cd4a39c69ab37c942435f10,100000,0.01%
475,0x334aa18651ffcc523ff56f39e5cc8ef84deb9bfc,100000,0.01%
476,0xf5d19728d8db6bda43812628eb2c4c614211af32,100000,0.01%
477,0x689ce905f21fc2fe8138d85af951d432ae2d5441,100000,0.01%
478,0x8502de9b809d9cd4153a31c5754016fd27857e31,100000,0.01%
479,0x9dbf0ef55e392a33b688fa7b369882dc83ae554b,99999.9999,0.01%
480,0x76c57affb1d000113702a6600d45f8596125a4b0,99994.88781,0.01%
481,0x3fb07737d534061eca56198c12dfa217ee8185ec,99900.15383,0.01%
482,0xd5d75395fb5d89edcb371a780523da33d327fad6,99875.77761,0.01%
483,0xd27a8388ec49119bcf2b4646914e98d51a38cdd6,99187.39655,0.01%
484,0x71748e4b267871216782c0fcc9c4b203f6266ad8,99059.908,0.01%
485,0x156fc5e9c78be509afe395a31c2fb19d8cd5537d,98983.85903,0.01%
486,0xb3a64fe155b5d425521fa48508e4de1ec042d7ea,98112.93946,0.01%
487,0xfb03cda40bddd9b47d49d97fcc521d76aaeef087,97719.24754,0.01%
488,0x078bfa2442d5c0ba9fdd5364fcc04334ab236c05,97714.67887,0.01%
489,0x62e8d7ce967480fca9ec607c41066e22446ebca8,97004.46245,0.01%
490,0x3814f07f26c122180b70f611eeee9eb923f0172b,96521.77029,0.01%
491,0x6624e6066f63bfcb453f608682b152e2cafd178c,96346.156,0.01%
492,0xb3e2a48242962e391f5e473067d6026e074470dc,95927.57122,0.01%
493,0x740ce5b5f50d5854439a5d5502574294b60c7342,95925.5613,0.01%
494,0x9396316f9d30de652c7be68d6eb64fdf64832902,95821.41289,0.01%
495,0xc98a13916c04ba52c0c2aefaabe303213e8d3dd1,95000,0.01%
496,0x8d76e2fcf836f4c6bbb2730ed0eb9473b236f1e1,94565.60655,0.01%
497,0x17bfe20d9531b368db060e2b83c8c70aee1040cb,94367.5,0.01%
498,0x80a909968642f7f90686ff964e71154a00ce6e49,93959.72081,0.01%
499,0xc6f6d4c175b9e7fb7a70943bb083ea9ca4efc727,93947.31881,0.01%
500,0xb2f0309e558e3dcdf82e2b00774e093249fdcda7,93333.0984,0.01%
501,0x1326fa0b247b7c728ae6ce47b27c7f53c0d48956,93168.53069,0.01%
502,0xdaf3f7f611efa83033155d23c3ebc5b52ddbaebb,93164.77398,0.01%
503,0xedde8b01179e1e4b827e9f0308edd48e5d51740a,92628.2,0.01%
504,0x6d1d311f0d1990f7327a37cc58f1add35f8baee0,92525.40583,0.01%
505,0xe34052ec67358767da5bd9f59c3e5b580acd6925,92508.75842,0.01%
506,0x067763c0467e183153015b4f653b54030ff51dc9,91993.34199,0.01%
507,0x839dd7995901ba79f48ebe7942b8ade2cae53978,91044.01956,0.01%
508,0x3a9cb1cfbae785ec48c7e6a17d89b0f579f6936b,90378.99776,0.01%
509,0xbfbc9c75c8970bf68426c1bf67184ce6226a2261,90279.8,0.01%
510,0x43891a1569134c9af548b9ab995d5a5fc9f560b7,90168.38,0.01%
511,0x003ede339aa6cdbbddd768dd992f6a45cc84f039,90068.16896,0.01%
512,0x62c539b6a97a98eb8d108d12263bc3de29e044a8,90000.6402,0.01%
513,0xd9a74e36c29d9fb8139ae14e4bc0d1d811823ab3,90000,0.01%
514,0x1336f4d6cd8a4e460f27c9adcc76cde47dc87700,89999.43,0.01%
515,0x6e036eb6fbf50782250bc8a0f2abfcab5250582c,89998.9,0.01%
516,0xc50a80b4176e7b5ea1c6ca3e74f7931b4461cf78,89743.92997,0.01%
517,0xea5934a86624aa4929fa31ae763f76387a12052a,88876.62708,0.01%
518,0x5043a1f4fbf8a5dddef4227a078f0e6905c39897,88445.01238,0.01%
519,0x8ca87c54855bd82dab5ddd6be7283367820673d5,88424.26141,0.01%
520,0x25d201233c8433f5ef2b02a7dcca15d48d341195,88329.3067,0.01%
521,0x971744241f4788385dc34940026296087e25929b,87699.70636,0.01%
522,0x7ba75aa5c33386bc0db1f8a1327dccdd0696985e,87630.52646,0.01%
523,0x1f343bfe43df02b6481cc5709d75db2814d813ec,87611.94379,0.01%
524,0xf4ef0aa3c9f3bfe22799b1d0f5eb95465414ed00,87286.96407,0.01%
525,0xeba01432d662fb77c3102029f790abb12098e1e1,87129.63717,0.01%
526,0x947e2f877446141136887cf4799c4735c5d04ee3,87014.98886,0.01%
527,0x1dba43abd98d66719aea1f5ec9d13afa4f915ecf,86828.09424,0.01%
528,0xbcea2d09c05691b0797ded95d07836ad5551cb78,86826.11065,0.01%
529,0x4d9b1dd960bf52c1dd06f11e78eedfbe18fc48fd,86610,0.01%
530,0xba13dd373ab612956bd32b67778eca048ba4b83c,86445.15504,0.01%
531,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,86200.72467,0.01%
532,0xb3d66e00cf495db5aeeb37b598965dd302f33254,86123.06466,0.01%
533,0x5892a1f365ad1f3ff68ef7e8c6249ab759395b15,86025.84949,0.01%
534,0x5a0c161cdd3d3e2a82f3ace2d38a4646c32f96dd,85900,0.01%
535,0x37ab125276607dd2cfa3289031dc2ce0e7e69903,85826.39144,0.01%
536,0x7b42f9e073fb92f2d0b35a9e9f3420b2f657a55b,85726.37717,0.01%
537,0x234d5f32424862478244434a4ceba9635403f64a,85623.33182,0.01%
538,0xc75816936fc2a6cd8168dee963ba31f01a0fd117,85587.69857,0.01%
539,0xb7595d4a83d801a37453e7e8efb2a2769da59a48,85000.51762,0.01%
540,0xa142bfa0fe4886495c49ac6df0ffd3152f9b56bf,84921.00795,0.01%
541,0x351a7647aa95938754dee8b245524403a76a4450,84542.13289,0.01%
542,0x6abfb194e7ba26d1f87e5bce16f73075c776b6da,84472.2359,0.01%
543,0xc766187bc0c3354fcc402c06e31df7f5f8949eba,84318.16784,0.01%
544,0x86528fcb90b54128f83dfadde9eb74a009073372,84182.29829,0.01%
545,0x06f62c1c6e7f96ed098400692a2f012d213f2604,84065.32565,0.01%
546,0x22db0add868b78ca50439f1b8360b5c5b1544bb7,83803.75306,0.01%
547,0x90140022e4c31178e359b05ae289bca0680f3bf7,83658.85827,0.01%
548,0x2f253319237ad278bd313d7dddcbac6a046773b0,83467.55808,0.01%
549,0xa5b61f19961626de54a632c519bd5f92a87fdb02,83100.37021,0.01%
550,0x3930f9055904e2457355b2a4414686d992f1d397,82877.64052,0.01%
551,0xdb280e6d13012e5285b22fc00955b316a5cf525d,82865.95705,0.01%
552,0xbeadae62f3f5f5738700780261203549ee8c8260,82746.5806,0.01%
553,0xc5b000114d6e90a9020fc113576f56823b1a2b21,82590.91163,0.01%
554,0xbf199096588ecda2015cdb3aad37af7c7ef1b81c,82521.82805,0.01%
555,0x41a313bc923927a86a384c9128718300fd75c34f,82295.73013,0.01%
556,0x0e05298cce59124c8047c2bc826e3eb1b9414d07,81190.09571,0.01%
557,0xadd6ab51614b576edb4c84aa5dbcf31233e1ee57,80664.33917,0.01%
558,0xfa136706a05dda825576c9ca7919c34c512ac37a,80423.8,0.01%
559,0x7d2e4fed4a846436b78a22e3afa1d65f1155876f,80294.87265,0.01%
560,0x605ce3ae475d10d333991e251954071959a50342,80278.219,0.01%
561,0xb24beef175fd5605f6bec6c9c18a791dc8954a96,80276.08106,0.01%
562,0x55d8fdecb6f61250179ad6615069e2ca5ca1274c,80234.88481,0.01%
563,0x45ebb1fbf6c36f68a1bcfc3646f171c504d16c07,80141.14164,0.01%
564,0xf8ab6fcf85ffdbca8ed20a55c153bcd3a66c0a15,80100,0.01%
565,0xd0c0cfc7f50fd283b5eeaebb078d8ab50bb1a560,80033.65753,0.01%
566,0xa719dbdb08e6029d69e41333eb9c9aa0e12304f6,80000,0.01%
567,0x7f1ae4b517eb2093fab62e611348b63ffacd2a16,79930.56139,0.01%
568,0xdf959fda70847726aaab7ad759ae1b41e3cb822d,79875.80559,0.01%
569,0xd4248eb3f46fcf6a075ca2093025ce949988eed9,79473.30438,0.01%
570,0x69828d51512606ac5ea02c890ccda98a894a1f5d,79367.92175,0.01%
571,0x1e3de713286bd33dc9d0f2683947a34166789e9e,79312.409,0.01%
572,0xd0a342a974357dca0db14a8ef5cd00b45461b0d9,78989.13,0.01%
573,0x794932056ec24ffae3bc0fae3963ead0ba404780,78977.84961,0.01%
574,0xf8f58573020f92ee7d45f9f43bae9e548ffc1440,78859.83873,0.01%
575,0xe148466b4a0bf68923c205d4bb48e01e9d4cd6c4,78798.31535,0.01%
576,0x9adadb6047ce3bd03861a7fbeac0ba44f22ed588,78561.61171,0.01%
577,0xf84ad3508e89158ea400206e9aa9e36fb2b7e8e0,78417.77,0.01%
578,0x51ca8bd4dc644fac47af675563d5804a0da21eeb,78373.07316,0.01%
579,0x90205ecd47fe4c956928170ce6787071d4d7d453,77964.20673,0.01%
580,0x3dbfed6ea2b146e65e13b8ea8d94de3c1d98f15b,77809.419,0.01%
581,0x8c0b81a6546107ec04adb1832dcf83d886f3693c,77699.92939,0.01%
582,0xd6d3c4091b67e6dd9bc981adb85abb1fcb07721d,77513.04528,0.01%
583,0xef30da6cc38bc65f2af8249ffdaa8d8e77d85c70,77117.73328,0.01%
584,0x02bb0ef73c3f998da36ac41871a96c4a130ca889,76972.79377,0.01%
585,0x5a342c8408a776cc7ab88812a60c42727ef0b80a,76632.61132,0.01%
586,0x1589359eb648bb6d5277b1e6b1047518b9b4a52c,76599.4,0.01%
587,0xd8a814e6a48aefb3345b796a155d526428d43ed8,76486,0.01%
588,0x568ced14cae4c8ffab6ac9afcda765c4c2648992,76465.79054,0.01%
589,0x30475463369f8f18ec9724ed53f1b71f24ec48b2,76188.87426,0.01%
590,0xf2feeb5a142699729781c3d31b1e8a3dede68cb4,76186.38355,0.01%
591,0xe9810c2c6289a926ac5acda98a8aa9ed6831efc7,75969.6766,0.01%
592,0x9fadd28bf251c7f2b8ac1b940a99e7302aa6186b,75939.59492,0.01%
593,0xc025c03e10f656d3ee76685d53d236824d8ef3da,75847.06717,0.01%
594,0x2dedfe0f33a93781349ac4da3f04ffb37e65bbac,75579.8907,0.01%
595,0x009ab4ba870b9bc43b5b7995a7a2f267f5971c96,75532,0.01%
596,0x585dc654e80aba0fc21f252825e1e98f10d8e65f,75433.02977,0.01%
597,0xf46df8036b5fea40d5cb978af23d2c9c111223cb,75416.95155,0.01%
598,0xcf5f77b450eb600c94478fcd4a8537842a947309,75263.9248,0.01%
599,0x909da353359726803ad8d8834c0a528a761c9ee6,75068.2857,0.01%
600,0x88b8de32bc824a9f6ba728bb9888b3a57e945898,75000.52879,0.01%
601,0x1c5021cfa874641d6eb0b1570a3595cf1a68a0bf,75000,0.01%
602,0x65bc0e9ada6d280c86ffcbfcf0e779a0642c04f5,74945.53016,0.01%
603,0x592fd1b66140fb829bafdd4f0115820c48fc3822,74702.54452,0.01%
604,0x52b9bfaff544eb6327a302fb059d9190a9b41630,74645.59691,0.01%
605,0x7b6c31c8fd7808b6904c5969d47ac2e0fb4cbeee,74625.0089,0.01%
606,0xc12a863782be1b001cace4dc223752c290dcf774,74603.01399,0.01%
607,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,74483.00015,0.01%
608,0xd69fd2e311e6b36f654e3ca1500d103e56718168,74475.14348,0.01%
609,0xd0644c6801db46c0635d6433b871216c63ee5951,74175.88201,0.01%
610,0xb20226cc78657466e6d9dfc6872079585dbd1d55,74167.61047,0.01%
611,0xe2ca7390e76c5a992749bb622087310d2e63ca29,74142.4999,0.01%
612,0xc8ff21d2c23c45672a4566f6754292d2983ddcd2,74021.29269,0.01%
613,0xa9a455d88478a74bd83abb0a5d7f6832090d406b,73999.88114,0.01%
614,0x2167be5880127fad8cb639e841d33ffa6887fb09,73813.5874,0.01%
615,0xc658005a00cd8f86ab7a921067d5a396fa38b4f5,73810.1573,0.01%
616,0xe9eeab55d77f07d2afb1f89a952db5c70d7ffa3f,73773.1526,0.01%
617,0xfc8f7bd4dfeacff243a7760ec719480d8a88f897,73711.41881,0.01%
618,0x43e12e91dedc3092cf1dd5f5c73e554f0dfbe8ba,73662.3814,0.01%
619,0xb9ee1e551f538a464e8f8c41e9904498505b49b0,73496.87041,0.01%
620,0x7199eb15fe2f9393731e8efeaa6b11b8a3e60e02,73486.82207,0.01%
621,0x6bcd4e20892012d053e39bca63c4d488a3e7b024,72852.7581,0.01%
622,0x1dacfb43331a22bc8256763fbce8d83c1354bd10,72542.5,0.01%
623,0x4f76a564e9c126ce1f06af7e345c0159ba99ec9e,72476.95862,0.01%
624,0xb18935863ef5f088ce6e7ae87bd8588d7a2917e7,72449.32515,0.01%
625,0xace3fec4d940582e4567cadc3658f7c41a9ffeb5,72289.31829,0.01%
626,0xdc8043d129eec034e430b356d642b01af229f5d7,72179.81118,0.01%
627,0x745747a4b8d9208ffe4f88d80b8f1d4e093029d5,71989.12327,0.01%
628,0x3d8f51b120f5aadbbecc7c0ce76db64c5264c740,71912.85,0.01%
629,0xca3f64bc5c638f4c7bd8820e04d5c57d62fb8de9,71502.50198,0.01%
630,0xa4f3f59074e8a27263ed6dc78b7cf88508fe0000,70726.8039,0.01%
631,0x1187b820f6c600a16e05c5cb62082b19314d40e5,70441.67491,0.01%
632,0x3a98849e5377dc288225db884a38eeb5aef58eba,70242.33624,0.01%
633,0x2538362f5b59edbe90952b929f7d0fda6ecb4cab,70076.233,0.01%
634,0x50c677c7548f8c81b9db6da0fdec2d257f5eb7e9,70073,0.01%
635,0x4387f8ccc787c2539c8b9e5906ddf2bf5eb56f64,70049.13777,0.01%
636,0x540a1a37fcde9df1c6321eaf26d5f28f08b02513,70000.6302,0.01%
637,0x9248792b33cd47f3eab78da6484336a6f0b7b702,70000,0.01%
638,0x7db38d4161dca55c79e2a1305e3b0f590b225b0a,69999,0.01%
639,0xc0d2d6672a1bd8e0ae211fd7ceb8d239607474be,69998.8,0.01%
640,0x4614e7940930d45ba32faaef52037537c84482e0,69328.18502,0.01%
641,0x81b6fff426040dcae2afdb2f7693520371013f94,69323.21962,0.01%
642,0xfc97f70a9871a72b23b29f9364398e89fc0c32ff,69252.27399,0.01%
643,0xa5dba49cd12805d26c78af19ec754e0fab0a7261,69129.6436,0.01%
644,0xe3bb1abacca903486826ba290886459e711154fe,68990.93056,0.01%
645,0x8c428160a82d77417d163aeed8e2c9380f4d1e9f,68931.75,0.01%
646,0xd1e8602d15c1b9f81585205e3f151475ed29c821,68878.43254,0.01%
647,0x804188a4428b5c30ed99df4209857362e8608b3c,68776,0.01%
648,0x1756a1e823e18f8366a9c2997ed4482aea4941fc,68546.973,0.01%
649,0x196b9eb504a8ccb6f9b8ee3d0fb63b28dd29873c,68481.14363,0.01%
650,0xa3d9507f2f85e56fd94d0cda212d596ab0e02fa3,68389.40776,0.01%
651,0x552F7836D4f694E73a8317401B71662C533312B4,67998.4,0.01%
652,0x2fa64210a5bc988e8e135b7b324a0ed2296e5526,67850.98754,0.01%
653,0x4d8ad65829208a53c02a4eaf3a36f501723cb1a6,67833.64771,0.01%
654,0xa8a03a633c603fb59e7dbe19acc7b8ae4094b361,67487.69727,0.01%
655,0x05e8798ec82c2132699806c7e36e3854b1c33e5b,67412.6355,0.01%
656,0x2e134cef0f2452353f4f70b20cfc6feae358b662,67401.26328,0.01%
657,0xf8d04a720520d0bcbc722b1d21ca194aa22699f2,67129.85354,0.01%
658,0x63f3e983169813de75e5d9dbfdd27ceb2657f4fb,67009.69598,0.01%
659,0xf54b6b2eb6470d9f2c23b0f194095811533a3069,66865.64266,0.01%
660,0xb2d39c029ce8757b36351f4e5bd7568ce3f52b91,66782.45381,0.01%
661,0x2cb53afd850fb9415932dfe497f94c227bc8e151,66637.34186,0.01%
662,0x153cc6d22287b02f07aa06312c7c78d0c7d07a82,66446.35512,0.01%
663,0x166461bbf8ba6f2f5ab33d2e2aeb83af761e80f4,66322.65412,0.01%
664,0xb06094638e32c8f0a7ab9bbcf28a106100e8c316,66143.50505,0.01%
665,0xa12431d0b9db640034b0cdfceef9cce161e62be4,66122.335,0.01%
666,0x5121b8b75f995b7f13d4ea062289d37bc1e4d4b0,65996,0.01%
667,0x29697fd0100bda63a841c99fb299fc06678f223b,65933.68193,0.01%
668,0x3ea64d6d811320936e0814ee70ec4afb96e21248,65728.74077,0.01%
669,0x15e9ac34d6f77ed1e6d933ed7d69636c053b1f9f,65585,0.01%
670,0x317b088bb7696c63616d281eff4f154315c0845b,65559.18111,0.01%
671,0xfb36db13ff70f19b8157e14db279478e9d0d998b,65508.82745,0.01%
672,0x97876fe91215bb444c0b21a3feebcfb9f6f6abec,65412.45602,0.01%
673,0x384a5c2f432f643001106f7da631e8c481503c12,64872.70653,0.01%
674,0xc179fbddc946694d11185d4e15dbba5fd0adac0a,64766.75199,0.01%
675,0x927332d116b583be8a2d37acaffc6eab1c4a1808,64567.0361,0.01%
676,0x58e91a26f8d09b54550d7f54a1eacca303cb0153,64489.3716,0.01%
677,0x2d1daa224df00ba65d7ba5bf4d78854ae9f66b06,64056.05131,0.01%
678,0x480f6bcf81708ebe895be4ad79d25b9895ac8eb3,63904.46021,0.01%
679,0x1490eda7658e743f0cfcad2d5831db61ee0cac1a,63616.78021,0.01%
680,0x11029bc5298a7d6fd0294aa7f94bd3baddbf638e,63361.05549,0.01%
681,0xd5126b3f0a46c3f774abb8f5eb518d33ce4ea210,63275.16896,0.01%
682,0xa83590990b1b3655733ee1330c3d2d98723d206a,63252.6131,0.01%
683,0xcc8e899b2799fe8f77b6ff7fa7374124d2de7dfb,63165.59679,0.01%
684,0xdc0be7a40ff8c9ad2a8904f569cd2cdb8d91a3a2,63133.08209,0.01%
685,0xe566bfae3cf572a3c0749c8837b3779bd7ea4fbf,63000,0.01%
686,0x6349c7ac87af874f199b8af8f1bcd3a531e0e68d,62976.84564,0.01%
687,0xd6487eb436f2b3a8c04e08a75ed29a40c617f725,62940.46473,0.01%
688,0xc5d2b3d17153fc77708cf8cbd8c1920eeec2b733,62920.35591,0.01%
689,0x11ecf4981cbe729d6a0a5aa3d88d4836ca6106e3,62470.42,0.01%
690,0x329d129d402cda6b137174202981ac25cf7bc4a0,62425.89428,0.01%
691,0x56cbef35a6faaef58e3c448728b2980c60d02b08,62305.08614,0.01%
692,0x3c69eccc14da0c7450671979fe39190c912a93ef,62005.89424,0.01%
693,0x008f97af305c0577993aa4a73faf598c35cd7cd2,61958.45596,0.01%
694,0x0b32aa5c1e71715206fe29b7badb21ad95f272c0,61859.56989,0.01%
695,0xc80b7a59c0b76c264e4afda679a45fb5eacd6bc4,61769.261,0.01%
696,0x6e1fe52064adbbf4884aecf34eb54970472b9b49,61697.13027,0.01%
697,0xec005b6edba4eb0a230317921555bc8d548d8224,61600.41529,0.01%
698,0x530eb6f15783f703b1ceb2eccdd0d504c6943581,61583.67288,0.01%
699,0xaabab6444d8e3e00f05947be212d1f5a7a9dc508,61539.81418,0.01%
700,0xad4c219145733b92e008f188ece66459b61a284a,61386.51092,0.01%
701,0xfe1e4447f5b124227fe45c5e7f0b9c878cf782c3,61358.89942,0.01%
702,0x08009c2d6e583ac2f40675ace5fa64e1c0dc4605,61358.89942,0.01%
703,0x0578a88855c184bbf49e0792e621f48a771f5634,61352.62823,0.01%
704,0x1f8fdbd8730b4c877c97ab6fa4c52b0366969f85,61352.48929,0.01%
705,0x28c04a874de94f5ea868e5d0817e606d5f2d2f79,61305.76332,0.01%
706,0x61aa2d4d27108e8bcd9fc67cc0f61231fb102420,61264.37518,0.01%
707,0x77da7db2740c5b25a568b37247c42319a311f6ce,61022.561,0.01%
708,0xcbab6945756bb0cee8c40ef58fc287c1510fbc68,61001.04051,0.01%
709,0xbf39e045ef6828e66dd2a30926e64b3df982c76c,60972.351,0.01%
710,0xc27a8c3090cc5daa057f71cfef75b68ef9d75cfe,60888.3222,0.01%
711,0x281f0991ba093810d7cfc2db5ef9b0593f3ad58d,60860.82304,0.01%
712,0x0217f01f71d6a9dbe17567fa92241d84fcbac05b,60764.07571,0.01%
713,0x2e10ffd944293d40e72e7e02f047620405a1d20d,60705.42873,0.01%
714,0x9648e8224a42a962e4846d40192a7b4d18b4d6a6,60617.48639,0.01%
715,0x714b278863052e52da521ad920e5abbb6a55f1d6,60300.94972,0.01%
716,0x1591533943c1a8eab3e41b65747f46ad58c81613,60286.7334,0.01%
717,0xf15302dda4250b253bd1f1f2d7d59d0c8d00470b,60150.38278,0.01%
718,0x06eb481b81448d2bb248bf8b373a2ed4cd01f781,60109.65467,0.01%
719,0x34010b3c7a98d897b0f1a2812fb701a80c6d523e,60100.5,0.01%
720,0x040575e22b67688a1c0c08aec2eec8e6a284e338,60100,0.01%
721,0xdc23bf2931b8333fb51806409ef8a9fe112eedbd,60058.167,0.01%
722,0x2d3190b3878b6bc3fab6af3c7638aaeead9fb39a,60057.5302,0.01%
723,0xb9461671eed7c64928991c247eaacda94723a02b,60050.00002,0.01%
724,0x51bfa1c800faa110086150a33c837082c7c3c306,60008.95763,0.01%
725,0xc7db27dc4324b70015e94be2c9d9387ff8daa8f4,60000.656,0.01%
726,0x82a035a964ee69557959d616488eb87fd435eef1,60000.49575,0.01%
727,0x1485f2b7c9be29df0ddb381a41d89e5d79c89a0f,60000.4,0.01%
728,0xdb717c5e26f8835df0c791eb76d468c8cdb60181,60000.00002,0.01%
729,0x7079482015733e49a65355c7137025416765e077,59999.85152,0.01%
730,0x76f902f48bd4e536aa9905fd3e7de073b6e2e992,59996.58879,0.01%
731,0xe800be9cf715caf8fb73858696b80766f581c787,59980.5,0.01%
732,0x5da3121f442e3192173cede87bf31f3608c510ab,59811.4073,0.01%
733,0x11eab909ae07b3af5d12b2c5c436fd898d14a5fc,59775.50007,0.01%
