Address,Quantity,Percentage
0x619d08ec55f97cceefedb7b2301fa6d2f9b93130,22040000,0.00%
0xe55c0ad6e20ece6a7c302ff66ea7da71ce83e89d,21903222,0.00%
0xbb91f7c51f5045c0b2b3ec08c5dd1bb140eb117b,21864816,0.00%
0x7a3c8f60caff89a412952f82489fe630f0f78eb9,21850650,0.00%
0xa3d1713387390d922760c0f088c4a3e70669be4f,21760473,0.00%
0x7c73b0a08ebb4e4c4cdce5f469e0ec4e8c788d84,21671828,0.00%
0x298679f84e404ac8a9c73158ee6fa4973eca9abd,21509979,0.00%
0xc631058451c11a11d3799133c6a469c771ab87d8,21020793,0.00%
0xae0ff6f4762bf6a8663d188d08ac860ff5360719,20903783,0.00%
0x5b73996353172cc355bd1031aba8339e1c8d1489,20849676,0.00%
0xd93088b3da2175b3b0d543ce43e8ae36a3809302,20710198,0.00%
0xa0722748d12dddf1891bf2fff84be5d7ecbd9327,20609992,0.00%
0xeb94c824d4df364f5f1c55889a41f47f3bca55ee,20423446,0.00%
0x7ba75aa5c33386bc0db1f8a1327dccdd0696985e,20338035,0.00%
0x4ef22a03fd7af6e337762f105eddc40e900ac982,20257891,0.00%
0x755c62eaac7290de2f68e17ab6a2b349849e104d,20220626,0.00%
0xf906528f292fb3823b305c3247643bf48da2caf4,20015517,0.00%
0xa6a9ea86dc7763daa015fbc92cbb98c2dd275ac8,20009484,0.00%
0x860d46df983c4132837e07710083469484fb3673,20000027,0.00%
0x5e6f0c88385bb89205d5c12ff8d589e2c3807841,20000002,0.00%
0x18782f1152e500d1e761775ed3de6c361f60745f,20000000,0.00%
0x8a8767d8c587feaca83ba4ea8c52555cc513488b,20000000,0.00%
0x2785f0bca035387fcb84c3eaf818e9841233b48c,20000000,0.00%
0xf81ac14ff7a7568d097f1afb52d45a99eb268c60,20000000,0.00%
0xa87f7abd6fa31194289678efb63cf584ee5e2a61,19999993,0.00%
0xa04e162ba3285d87c37499a5c19d5a188029cd3c,19999970,0.00%
0x30b9caff342bda373dad7c06c92dca2a0b8cad9f,19890000,0.00%
0xe89943ec20d856f064a87349a00ef6ab00aed042,19863163,0.00%
0xe7c62c86502c32f8ab2318bc72ef64eeb8a8d491,19470600,0.00%
0x2b49e0a0f01e4106d79d34cadf4529cb70393b5e,19241262,0.00%
0x0e2b043cfae903fc089056447f13f147b0fe837f,19066787,0.00%
0x91519a2401fbcf473d7f5e280d133d715c1fde7a,19029808,0.00%
0xd7a05260bcff64693181589480dd4fe8d64b0037,18998100,0.00%
0xa9f0749d1ec680a02ce2dfdc1fb19c00e4573c17,18889946,0.00%
0x4aab3e4162ee838a1fe067db4362dab79ff9c4af,18817169.02,0.00%
0xb7633f75e574964c02accf0986d0022214265946,18808421,0.00%
0x07ca04dea1b05ef526f69f82661aa2bc911c7ab2,18637644,0.00%
0xb8f697d98ce079a6ff001dcf9680b516d403de76,18539969,0.00%
0x7c1e1b7e6e8d96a1591744c21421711f368a19e3,18480333,0.00%
0x9ddac6c981572aa3f4ab7ffa3d64356d94093206,18447737,0.00%
0x0fd081e3bb178dc45c0cb23202069dda57064258,18390185,0.00%
0xd39379d7887c6a9ebd01007e2b96efc774652047,18383741,0.00%
0x8a336481a488fe84416df2a59c0ab43e71d238d5,18365546,0.00%
0x893fb45a038a9d12ed91ed3805c0fcc2ff55325d,18326146,0.00%
0x2128f45fc7c57faa1018e0a2e881a34e630b274c,18256751,0.00%
0xe89421138621b77389807cb29aba3b12259d45a1,18053379,0.00%
0x362c89a6d8a1597ff41eb03e1e897d0d95827c54,18053253,0.00%
0x58d1b423df9ebfb4f9b533af7ec6532a4d7339be,18036132,0.00%
0x0bf0fd937167620a92414aa7e793358fc38e465f,17839923,0.00%
0x65944d0acefebdf98fe8ca5b350e3de01982f512,17822390,0.00%
0xe54e1456f591642bbc3f2b8c158f51a62e70c1b3,17820110,0.00%
0x8978828dd60cb940a332bacae54e26c23128df5c,17814734,0.00%
0xe557aa5501f14f0b5e2cf8734cfc802a7a49f065,17803851,0.00%
0x955422cbfcf5b02e2c28c80144898c5bf83895a7,17794623,0.00%
0x25a04f330cfa5ee71017d20f06651b7c9f0beb22,17700000,0.00%
0x4f1575f7b298851876db234d168b0650b5351925,17608772,0.00%
0x9321c4f0030fae589ac00158ca28299e1a28bb54,17522858,0.00%
0xdddfd56655b67b97d5c403d491535f42df046e01,17521885,0.00%
0x614b3165c3adb8d148e687f83c4ba49084e78137,17509793,0.00%
0x777f415324d56e1d54fa832902d8797db7a4c57c,17474500,0.00%
0x009bb5e9fcf28e5e601b7d0e9e821da6365d0a9c,17439046,0.00%
0xac46f28fbec27ac26bb5c8b0d6e0922c69df7cd2,17367979,0.00%
0xc0a4f8849b47aab04f5012d4552aaaf76ef63277,17346371,0.00%
0x2783ebcf1cf18c4a1343316b75206fc69563fab1,17074002,0.00%
0x29f64b727e025e9d0718dc8deaeb40f6408096ed,17046506,0.00%
0x3f67b7575d4265c8d9769b0281c0b68375c653e0,17005534,0.00%
0x65d5f8e9d6a43ceeef0472a684b6bf78ab8ef56e,16939621,0.00%
0x59c1a8c28d3cb49ea7d8e21ec3b392d680f503a8,16872928,0.00%
0x5cf9a483e76f330e6937b3fac2e585483c4a889d,16863068,0.00%
0x2d00c849a2978a6f47bc34deb8486bf8b1b9b76f,16841588,0.00%
0xa620958b0f7d59ed764e77423960a3cb9321680b,16807222,0.00%
0x0bdc4f12fb57d3aca9c3cf72b7aa2789a20d27f2,16751415,0.00%
0x13e1cd139de641e72151449ecd07c801b76ee52c,16670070,0.00%
0x717d0961d7d21788cf3c26e19745310d17902c02,16565176,0.00%
0x5a7f29f638c24391f9e5aae8f1da87ab013c5fa1,16475123,0.00%
0x2655df3c112be408a18320e662403dfd1170a0b0,16379095.24,0.00%
0xf3084e89629d5b0581572dec25251d8e0d1e985b,16311623,0.00%
0xf404f58da098d361f7f8864720257a77509f2ec4,16210987,0.00%
0x95b2eb812ce96cabc6dfd94bfcdae5192e027763,16187992,0.00%
0xf5885c313c467c83e78e62a798f7fbd0b3d93f64,16129993,0.00%
0x0f0332fa38e96775148bbdfbb6bc7b93055caabf,16000000,0.00%
0xe0f5b97787328755029080d5192e414bde8cbad5,15969405,0.00%
0x47590e87b48f49149e8cdb934605617a42c38dcf,15868085,0.00%
0x31b1a6a29a7594bd1a796cbe6548388643e18eee,15785224,0.00%
0xb36cbe7f95a39984384e6aa4068b02c1697ef80e,15610597,0.00%
0xfc6b922afd9106498b3464f5795e7a98d68e3eb0,15589927,0.00%
0x8c68cbb62a609deebc2e94e75b218086f8a7d7dc,15511326,0.00%
0xaee2de93f024eb5fcb58c9f9726f4e106788a3ea,15414213,0.00%
0x3678b0d039afd0c25ed29521b71c91597ba70a33,15361070,0.00%
0xfcb4c52875f92f0c6a0b371a2b2e895aeed43b4d,15257534,0.00%
0x56c29a2a80003565b3d0ae5ea852f1445d4436c0,15141531,0.00%
0x56c3a1cbebbaed9374884e3214e1beea050de0d4,15090069,0.00%
0x0ad3ddd8aadb735a64100baafd5cb6f04eb89bb3,15071198,0.00%
0xe2c6c2a1af7ef02dccc45fe4e4095978db4296e2,15034089,0.00%
0x355f1eda57f7a5279dd1d5d052a1795a60fa488e,15019977,0.00%
0x5bf73ca43434dca77a8f3dd148a4c58124b58164,15019938,0.00%
0x0b0590cf091808a4a302a48792060fcf1915c308,15008687,0.00%
0x48f055d35420ab8eba40cdb528a4154377d1b48e,15002500,0.00%
0xc69044d515430b36e4712d18dab0a2f1ded339e4,15000000,0.00%
0xde21f44a43a9cee8c9233776b7dea66487039b79,14708305,0.00%
0xd815479ebae22d35f5661bcfbf1046d67b476375,14708146,0.00%
0x7413d7e99ae7c154d44307e97bcf2a99812635a3,14660849,0.00%
0x94d9a128875c2928bd212ee7edf980389b008dbd,14602316,0.00%
0xfa6c96b41c70b326e98c5e17ffa6ae86577ac292,14511820,0.00%
0xdef4f3de3ec7777c58059312b272701b6fdf86e5,14448058,0.00%
0x486a28815a35a637e3f668783fb8538af1a4459f,14441631,0.00%
0xd6f495c32f91bc242b720e642390cd34ccd7d6ac,14261078,0.00%
0x79da150503e762c92aa013815bda1b3820975fa7,14247191,0.00%
0x389511629bb484a4fd32d40d5c7616d41e4c1bfa,14091420,0.00%
0xa62136edb4e7a44c0ad1da40f61b5a02f53e85d6,14091105,0.00%
0xd8192437b9348ae25b7e91186dbce596fc0f4d3c,14013415,0.00%
0xd2c5d59b68dc7e2ce2dd4460e6cd7d32e8b46fbe,14003786,0.00%
0x446fab5b61253cc67082291a2cbf4baca9a043f5,13988449,0.00%
